���ʱ��,֧��,A,B,C,D
2020/1/1,Q,-0.8,34,0,0.3
2020/1/1 1:00,Q,-0.3,31,0,0.7
2020/1/1 2:00,Q,-0.7,31,0,1.1
2020/1/1 3:00,Q,-2.5,47,0,0.9
2020/1/1 4:00,Q,-3.7,48,0,0
2020/1/1 5:00,Q,-4.2,52,0,0.5
2020/1/1 6:00,Q,-4.8,59,0,0
2020/1/1 7:00,Q,-2.7,49,0,1.6
2020/1/1 8:00,Q,-3.9,60,0,1.2
2020/1/1 9:00,Q,-1.3,46,0,1.7
2020/1/1 10:00,Q,1.4,41,0,1.2
2020/1/1 11:00,Q,1.3,39,0,2.9
2020/1/1 12:00,Q,2.7,36,0,3.5
2020/1/1 13:00,Q,3.4,36,0,3.4
2020/1/1 14:00,Q,3.2,31,0,3
2020/1/1 15:00,Q,3.1,34,0,2.4
2020/1/1 16:00,Q,2.9,34,0,1.2
2020/1/1 17:00,Q,2.6,34,0,1.7
2020/1/1 18:00,Q,2,40,0,0.8
2020/1/1 19:00,Q,0.7,42,0,0.8
2020/1/1 20:00,Q,-0.2,45,0,1.1
2020/1/1 21:00,Q,-0.2,46,0,1.2
2020/1/1 22:00,Q,-1.5,60,0,0.5
2020/1/1 23:00,Q,-1.9,62,0,1
2020/1/2,Q,-1.3,58,0,1
2020/1/2 1:00,Q,-2.4,74,0,0.6
2020/1/2 2:00,Q,-2.3,63,0,1.3
2020/1/2 3:00,Q,-3.3,72,0,0.1
2020/1/2 4:00,Q,-3.9,79,0,0.7
2020/1/2 5:00,Q,-2.6,64,0,1.3
2020/1/2 6:00,Q,-3.6,72,0,0.7
2020/1/2 7:00,Q,-4.1,75,0,0.4
2020/1/2 8:00,Q,-4.3,79,0,0.9
2020/1/2 9:00,Q,-1.5,68,0,1
2020/1/2 10:00,Q,0.7,54,0,1.4
2020/1/2 11:00,Q,3.4,42,0,0.7
2020/1/2 12:00,Q,4.1,36,0,1.1
2020/1/2 13:00,Q,5.3,36,0,1.5
2020/1/2 14:00,Q,5.7,36,0,2.4
2020/1/2 15:00,Q,5.8,38,0,2.2
2020/1/2 16:00,Q,5.6,40,0,1.7
2020/1/2 17:00,Q,4.8,42,0,1.7
2020/1/2 18:00,Q,2.9,48,0,1.2
2020/1/2 19:00,Q,1.5,55,0,0.9
2020/1/2 20:00,Q,2.8,51,0,0.4
2020/1/2 21:00,Q,2.3,61,0,0.7
2020/1/2 22:00,Q,2.4,57,0,0
2020/1/2 23:00,Q,2.3,59,0,0
2020/1/3,Q,2.3,68,0,0.5
2020/1/3 1:00,Q,2.3,69,0,0.7
2020/1/3 2:00,Q,2.2,68,0,1
2020/1/3 3:00,Q,1.9,70,0,0
2020/1/3 4:00,Q,2,70,0,0.4
2020/1/3 5:00,Q,2,73,0,0.7
2020/1/3 6:00,Q,1.7,76,0,0.4
2020/1/3 7:00,Q,2,65,0,0.7
2020/1/3 8:00,Q,1.8,71,0,1.3
2020/1/3 9:00,Q,2.3,64,0,0.3
2020/1/3 10:00,Q,3.7,53,0,1.3
2020/1/3 11:00,Q,4.4,50,0,2.5
2020/1/3 12:00,Q,5.9,40,0,1.6
2020/1/3 13:00,Q,7.2,39,0,1.8
2020/1/3 14:00,Q,7.5,40,0,1.7
2020/1/3 15:00,Q,7.8,41,0,1.6
2020/1/3 16:00,Q,7.4,44,0,1.6
2020/1/3 17:00,Q,6.5,46,0,1.2
2020/1/3 18:00,Q,4.2,53,0,1
2020/1/3 19:00,Q,3.5,56,0,0.6
2020/1/3 20:00,Q,2.8,60,0,0.6
2020/1/3 21:00,Q,2.6,61,0,1
2020/1/3 22:00,Q,2.1,64,0,1.6
2020/1/3 23:00,Q,1.4,67,0,1.2
2020/1/4,Q,-0.5,80,0,0
2020/1/4 1:00,Q,-0.8,84,0,0.7
2020/1/4 3:00,Q,1.2,70,0,1.4
2020/1/4 4:00,Q,-0.2,74,0,0.7
2020/1/4 5:00,Q,-1.2,84,0,0.8
2020/1/4 6:00,Q,1,73,0,2.1
2020/1/4 7:00,Q,0.9,71,0,0
2020/1/4 8:00,Q,-1.1,85,0,0.8
2020/1/4 9:00,Q,0.5,80,0,1.1
2020/1/4 10:00,Q,2.5,73,0,0.8
2020/1/4 11:00,Q,3.8,68,0,0.8
2020/1/4 12:00,Q,6.6,54,0,0.7
2020/1/4 13:00,Q,7.7,50,0,1.6
2020/1/4 14:00,Q,8.3,50,0,2.3
2020/1/4 15:00,Q,8.4,50,0,1.9
2020/1/4 16:00,Q,8.2,53,0,2.2
2020/1/4 17:00,Q,7.2,52,0,2.6
2020/1/4 18:00,Q,6.4,54,0,1.6
2020/1/4 19:00,Q,6.3,53,0,1.8
2020/1/4 20:00,Q,6.1,57,0,1.4
2020/1/4 21:00,Q,5.9,57,0,1.9
2020/1/4 22:00,Q,6.7,52,0,2.9
2020/1/4 23:00,Q,6.5,54,0,2.3
2020/1/5,Q,5.2,72,0.1,2.5
2020/1/5 1:00,Q,3.8,93,1.3,2.1
2020/1/5 2:00,Q,3.6,98,1.8,1.7
2020/1/5 3:00,Q,3.7,99,2.2,2
2020/1/5 4:00,Q,3.7,97,2,4.8
2020/1/5 5:00,Q,3.2,97,3.4,3.9
2020/1/5 6:00,Q,3,99,3.6,3
2020/1/5 7:00,Q,2.4,99,3.1,3.5
2020/1/5 8:00,Q,0.5,99,3.2,1.8
2020/1/5 9:00,Q,0.3,99,1,1.7
2020/1/5 10:00,Q,0.3,99,0.7,1.9
2020/1/5 11:00,Q,0.3,99,1,0.7
2020/1/5 12:00,Q,0.3,99,1.2,0.8
2020/1/5 13:00,Q,0.3,99,1.1,0.7
2020/1/5 14:00,Q,0.3,99,1.4,0.8
2020/1/5 15:00,Q,0.5,99,1.4,1.1
2020/1/5 16:00,Q,0.7,99,1.6,0.8
2020/1/5 17:00,Q,0.8,99,1.1,1
2020/1/5 18:00,Q,1,99,0.7,1.3
2020/1/5 19:00,Q,0.9,99,0.7,1
2020/1/5 20:00,Q,1.2,99,0.5,0.8
2020/1/5 21:00,Q,1.2,99,0.5,0.2
2020/1/5 22:00,Q,1.3,99,0.3,0.2
2020/1/5 23:00,Q,1.3,99,0.2,1.1
2020/1/6,Q,1.4,99,0,1.6
2020/1/6 1:00,Q,1.6,99,0,0.7
2020/1/6 2:00,Q,1.6,99,0,1.4
2020/1/6 3:00,Q,1.3,99,0,0.6
2020/1/6 4:00,Q,2,99,0,1.1
2020/1/6 5:00,Q,1.5,99,0,0.5
2020/1/6 6:00,Q,1.3,99,0,0.5
2020/1/6 7:00,Q,1.3,99,0,0.9
2020/1/6 8:00,Q,1.3,99,0.2,0
2020/1/6 9:00,Q,1.3,99,0.6,1.4
2020/1/6 10:00,Q,1.8,99,0.1,1.1
2020/1/6 11:00,Q,2.1,99,0.6,0
2020/1/6 12:00,Q,2.2,99,0.1,1.1
2020/1/6 13:00,Q,2.6,99,0.3,0.1
2020/1/6 14:00,Q,3.1,99,0,1.2
2020/1/6 15:00,Q,3.3,99,0,1.3
2020/1/6 16:00,Q,3.5,99,0,0.8
2020/1/6 17:00,Q,3.4,99,0,1.5
2020/1/6 18:00,Q,3.3,99,0.1,1.1
2020/1/6 19:00,Q,3.2,99,0.3,1.1
2020/1/6 20:00,Q,3.3,99,0.6,1.4
2020/1/6 21:00,Q,3,99,0.8,1.4
2020/1/6 22:00,Q,2.3,99,1.1,1.7
2020/1/6 23:00,Q,1.6,99,1.2,0.9
2020/1/7,Q,0.5,99,1.3,0.3
2020/1/7 1:00,Q,0.5,99,0.6,0.7
2020/1/7 2:00,Q,0.6,99,0.5,0.8
2020/1/7 3:00,Q,0.8,99,0.2,1.1
2020/1/7 4:00,Q,0.6,99,0.6,1.4
2020/1/7 5:00,Q,0.3,99,0.4,1.6
2020/1/7 6:00,Q,0.3,99,0.2,0.9
2020/1/7 7:00,Q,0.4,99,0.1,1.1
2020/1/7 8:00,Q,0.5,99,0.6,0.6
2020/1/7 9:00,Q,0.8,99,0.7,1
2020/1/7 10:00,Q,1.1,99,0.4,0.9
2020/1/7 11:00,Q,1.8,99,0.6,0.2
2020/1/7 12:00,Q,2.3,99,0.2,0.7
2020/1/7 13:00,Q,3.1,99,0.1,0.9
2020/1/7 14:00,Q,3.8,99,0,0.7
2020/1/7 15:00,Q,3.8,99,0,1.1
2020/1/7 16:00,Q,3.8,99,0,1.8
2020/1/7 17:00,Q,3.3,99,0,1.5
2020/1/7 18:00,Q,3,99,0,0.9
2020/1/7 19:00,Q,2.7,99,0,1.9
2020/1/7 20:00,Q,2.2,99,0,2.3
2020/1/7 21:00,Q,2.2,99,0,1.5
2020/1/7 22:00,Q,2.3,99,0,1.2
2020/1/7 23:00,Q,2.5,99,0,1.3
2020/1/8,Q,2.6,99,0,0.5
2020/1/8 1:00,Q,2.7,99,0,1.2
2020/1/8 2:00,Q,2.7,99,0,0
2020/1/8 3:00,Q,2.7,99,0,1.1
2020/1/8 4:00,Q,3,99,0,1.3
2020/1/8 5:00,Q,2,99,0,1.4
2020/1/8 6:00,Q,0.3,99,0,1.9
2020/1/8 7:00,Q,0.5,99,0,1.2
2020/1/8 8:00,Q,0.6,99,0,0.8
2020/1/8 9:00,Q,1,99,0,1.5
2020/1/8 10:00,Q,1.1,99,0,1.5
2020/1/8 12:00,Q,1.6,99,0,2.3
2020/1/8 13:00,Q,2.2,99,0,2.3
2020/1/8 14:00,Q,2.8,96,0,1.1
2020/1/8 15:00,Q,3.3,92,0,1.6
2020/1/8 17:00,Q,2.8,91,0,1.8
2020/1/8 18:00,Q,2.5,91,0,1.3
2020/1/8 19:00,Q,2.4,92,0,2.4
2020/1/8 20:00,Q,2.6,93,0,2.3
2020/1/8 21:00,Q,2.7,92,0,1.5
2020/1/8 22:00,Q,2.8,91,0,0.9
2020/1/8 23:00,Q,2.8,92,0,1.1
2020/1/9,Q,2.8,90,0,2.6
2020/1/9 1:00,Q,2.7,92,0,2.6
2020/1/9 2:00,Q,2.6,93,0,2.3
2020/1/9 3:00,Q,2.4,95,0,1.4
2020/1/9 4:00,Q,2.3,95,0,1.4
2020/1/9 5:00,Q,2.1,97,0,0
2020/1/9 6:00,Q,2,98,0,0
2020/1/9 7:00,Q,2,99,0,0.7
2020/1/9 8:00,Q,2.1,96,0,0.8
2020/1/9 9:00,Q,2.8,90,0,1.7
2020/1/9 10:00,Q,3.6,84,0,1
2020/1/9 11:00,Q,4.6,79,0,1.7
2020/1/9 12:00,Q,4.9,73,0,1.9
2020/1/9 13:00,Q,5.1,70,0.2,1.5
2020/1/9 14:00,Q,5,73,0,2.1
2020/1/9 15:00,Q,4.7,67,0,1.9
2020/1/9 16:00,Q,4.7,70,0,1.7
2020/1/9 17:00,Q,4.3,75,0,1.3
2020/1/9 18:00,Q,3.9,81,0,1.6
2020/1/9 19:00,Q,3.7,74,0,1.3
2020/1/9 20:00,Q,3.5,75,0,0.8
2020/1/9 21:00,Q,3.5,74,0,0.8
2020/1/9 22:00,Q,3.5,78,0,1.1
2020/1/9 23:00,Q,3.4,86,0,1.5
2020/1/10,Q,3.2,91,0,1
2020/1/10 1:00,Q,2.8,97,0,0.8
2020/1/10 2:00,Q,2.7,98,0,0.8
2020/1/10 3:00,Q,2.8,97,0,0.8
2020/1/10 4:00,Q,2.7,99,0,0
2020/1/10 5:00,Q,2.5,99,0,0.7
2020/1/10 6:00,Q,2.1,99,0,1
2020/1/10 7:00,Q,2.2,99,0,0.3
2020/1/10 8:00,Q,2.3,99,0,0.4
2020/1/10 9:00,Q,3.1,99,0,0.4
2020/1/10 10:00,Q,3.8,99,0,0.5
2020/1/10 11:00,Q,4.2,95,0,2.4
2020/1/10 12:00,Q,4.7,92,0,2
2020/1/10 13:00,Q,5.4,82,0,2.1
2020/1/10 14:00,Q,6.5,74,0,1
2020/1/10 15:00,Q,6.4,77,0,1.7
2020/1/10 16:00,Q,5.9,79,0,2.1
2020/1/10 17:00,Q,5.7,81,0,1.7
2020/1/10 18:00,Q,5.3,87,0,1.6
2020/1/10 19:00,Q,4.9,90,0,1.4
2020/1/10 20:00,Q,4.7,91,0,1.5
2020/1/10 21:00,Q,4.5,89,0,0.6
2020/1/10 22:00,Q,4.4,90,0,0.8
2020/1/10 23:00,Q,4.4,92,0,0.7
2020/1/11,Q,4.4,92,0,0.4
2020/1/11 1:00,Q,4.2,87,0,0.4
2020/1/11 2:00,Q,3.7,91,0,0.1
2020/1/11 3:00,Q,4.2,77,0,2.4
2020/1/11 4:00,Q,3.8,83,0,1.8
2020/1/11 5:00,Q,3.7,82,0,2.4
2020/1/11 6:00,Q,3.6,83,0,2.1
2020/1/11 7:00,Q,3.2,84,0,2.9
2020/1/11 8:00,Q,2.9,91,0,1.8
2020/1/11 9:00,Q,3.1,92,0.1,1.1
2020/1/11 10:00,Q,2.9,94,0.4,2.2
2020/1/11 11:00,Q,3,93,0.1,1.8
2020/1/11 12:00,Q,3.4,93,0,0.8
2020/1/11 13:00,Q,3.4,92,0,0.4
2020/1/11 14:00,Q,3.3,93,0,2.2
2020/1/11 15:00,Q,3.1,89,0,2.4
2020/1/11 16:00,Q,2.8,94,0,2.7
2020/1/11 17:00,Q,2.4,90,0,2.4
2020/1/11 18:00,Q,1.6,93,0,1.3
2020/1/11 19:00,Q,1.6,97,0,1.7
2020/1/11 20:00,Q,1.5,97,0,0.9
2020/1/11 21:00,Q,1.5,99,0,1.5
2020/1/11 22:00,Q,1.3,99,0,1.2
2020/1/11 23:00,Q,1.3,93,0,0.9
2020/1/12,Q,1.2,91,0,0.1
2020/1/12 1:00,Q,1.1,84,0,1
2020/1/12 2:00,Q,1.1,95,0,0.7
2020/1/12 3:00,Q,1.2,95,0,0.2
2020/1/12 4:00,Q,1.3,93,0,1
2020/1/12 5:00,Q,1.5,92,0,0.8
2020/1/12 6:00,Q,1.1,90,0,1.6
2020/1/12 7:00,Q,1.1,90,0,1.2
2020/1/12 8:00,Q,1.3,81,0,0.8
2020/1/12 9:00,Q,1.6,71,0,2.4
2020/1/12 10:00,Q,2.2,66,0,1.8
2020/1/12 11:00,Q,3,63,0,2.5
2020/1/12 12:00,Q,3.3,63,0,3
2020/1/12 13:00,Q,4,62,0,2.1
2020/1/12 14:00,Q,4.2,62,0,2
2020/1/12 15:00,Q,4.1,63,0,3.5
2020/1/12 16:00,Q,4.3,61,0,1.2
2020/1/12 17:00,Q,4.2,62,0,1.2
2020/1/12 18:00,Q,3.7,63,0,0.5
2020/1/12 19:00,Q,2.6,75,0,0.8
2020/1/12 20:00,Q,1.7,76,0,0.8
2020/1/12 21:00,Q,-0.4,93,0,1.1
2020/1/12 22:00,Q,-0.6,98,0,0.1
2020/1/12 23:00,Q,-0.2,96,0,1.1
2020/1/13,Q,-0.5,96,0,1
2020/1/13 1:00,Q,-1.4,99,0,0.3
2020/1/13 2:00,Q,-0.5,99,0,0.8
2020/1/13 3:00,Q,-1.1,99,0,1.2
2020/1/13 4:00,Q,-2,99,0,0.8
2020/1/13 5:00,Q,-2.3,99,0,0.9
2020/1/13 6:00,Q,-2.7,99,0,1.2
2020/1/13 7:00,Q,-2.8,99,0,0.6
2020/1/13 8:00,Q,-2.8,99,0,0.2
2020/1/13 9:00,Q,-1,99,0,0
2020/1/13 10:00,Q,0.5,99,0,0.4
2020/1/13 11:00,Q,3.1,76,0,0.8
2020/1/13 12:00,Q,5.1,58,0,1.4
2020/1/13 13:00,Q,6.3,50,0,0.9
2020/1/13 14:00,Q,6.5,50,0,1
2020/1/13 15:00,Q,7.1,41,0,1.9
2020/1/13 16:00,Q,7.1,37,0,1.1
2020/1/13 17:00,Q,5.7,35,0,2.2
2020/1/13 18:00,Q,4.3,35,0,2.6
2020/1/13 19:00,Q,4,34,0,3.1
2020/1/13 20:00,Q,2.8,39,0,1.8
2020/1/13 21:00,Q,0.7,73,0,1
2020/1/13 22:00,Q,-0.8,90,0,0.9
2020/1/13 23:00,Q,-0.1,95,0,1.1
2020/1/14,Q,-2,97,0,0.5
2020/1/14 1:00,Q,-2.2,98,0,1.4
2020/1/14 2:00,Q,-2.7,95,0,0.8
2020/1/14 3:00,Q,-3.4,97,0,1
2020/1/14 4:00,Q,-3.4,99,0,1.1
2020/1/14 5:00,Q,-3.5,99,0,0.9
2020/1/14 6:00,Q,-3.9,99,0,0.6
2020/1/14 7:00,Q,-4.5,99,0,0.6
2020/1/14 8:00,Q,-5.1,99,0,0
2020/1/14 9:00,Q,-2.6,99,0,0
2020/1/14 10:00,Q,-1.1,79,0,0.8
2020/1/14 11:00,Q,0.6,67,0,2.5
2020/1/14 12:00,Q,1.3,67,0,1.8
2020/1/14 14:00,Q,2.4,64,0,3.4
2020/1/14 13:00,Q,2,64,0,2.7
2020/1/14 16:00,Q,1.8,66,0,3.2
2020/1/14 15:00,Q,2.1,65,0,2.7
2020/1/14 17:00,Q,1.1,72,0,2.3
2020/1/14 21:00,Q,-0.2,74,0,2.2
2020/1/14 22:00,Q,-0.7,77,0,1.4
2020/1/14 23:00,Q,0,73,0,2.1
2020/1/15,Q,0.4,68,0,2.3
2020/1/15 1:00,Q,0.3,69,0,1.8
2020/1/15 2:00,Q,0.2,71,0,1.6
2020/1/15 3:00,Q,0.3,69,0,2.3
2020/1/15 4:00,Q,0.3,67,0,2.5
2020/1/15 5:00,Q,-0.1,71,0,2.2
2020/1/15 6:00,Q,-0.1,68,0,1.6
2020/1/15 7:00,Q,-0.1,66,0,1.9
2020/1/15 8:00,Q,-0.2,65,0,1.8
2020/1/16 4:00,Q,-1.3,98,0,0.2
2020/1/16 6:00,Q,-1.3,96,0,0.7
2020/1/16 10:00,Q,-0.5,97,0.1,0.9
2020/1/15 18:00,Q,-0.9,93,0.2,1.2
2020/1/16,Q,-1.5,99,0,1
2020/1/15 9:00,Q,-0.1,65,0,1.9
2020/1/15 12:00,Q,1.3,55,0,1.8
2020/1/15 11:00,Q,1,57,0,2.5
2020/1/15 13:00,Q,1.4,55,0,2.5
2020/1/15 20:00,Q,-1.1,99,0.4,1.2
2020/1/16 2:00,Q,-1.3,99,0,0.9
2020/1/16 3:00,Q,-1.6,99,0,0.6
2020/1/15 17:00,Q,-0.6,89,0,1.6
2020/1/15 19:00,Q,-1.1,95,0.2,1
2020/1/16 1:00,Q,-1.3,99,0,0.9
2020/1/16 9:00,Q,-0.8,98,0,0.9
2020/1/15 23:00,Q,-1.6,99,0.1,1
2020/1/16 8:00,Q,-1.2,99,0,1.1
2020/1/16 7:00,Q,-1.3,98,0,0.6
2020/1/15 21:00,Q,-1.2,99,0.1,0.6
2020/1/15 10:00,Q,0.3,61,0,1.5
2020/1/16 5:00,Q,-1.3,97,0,0
2020/1/15 15:00,Q,-0.3,78,0.1,1.7
2020/1/15 14:00,Q,0.5,63,0,2.4
2020/1/15 16:00,Q,-0.5,89,0.1,2
2020/1/16 11:00,Q,0,96,0,1.7
2020/1/16 12:00,Q,0.3,95,0,1.8
2020/1/16 13:00,Q,0.7,91,0,2.7
2020/1/16 14:00,Q,0.8,87,0,1.8
2020/1/16 15:00,Q,0.8,87,0,1.7
2020/1/16 16:00,Q,0.8,88,0,1.8
2020/1/16 17:00,Q,0.8,88,0,2.1
2020/1/16 18:00,Q,0.7,89,0,1
2020/1/16 19:00,Q,0.7,90,0,1.3
2020/1/16 20:00,Q,0.7,91,0,1
2020/1/16 21:00,Q,0.6,90,0,0
2020/1/16 22:00,Q,0.7,85,0,0.4
2020/1/16 23:00,Q,0.6,87,0,0.6
2020/1/17,Q,0.7,91,0,0.6
2020/1/17 1:00,Q,0.7,88,0,0.8
2020/1/17 2:00,Q,0.6,87,0,0.4
2020/1/17 3:00,Q,0.6,88,0,1.4
2020/1/17 4:00,Q,0.6,91,0,0.3
2020/1/17 5:00,Q,0.7,93,0,0.7
2020/1/17 6:00,Q,0.3,92,0,0
2020/1/17 7:00,Q,-1.1,97,0,0.4
2020/1/17 8:00,Q,-0.5,99,0,1.7
2020/1/17 9:00,Q,0,96,0,0.4
2020/1/17 10:00,Q,1.7,88,0,1.1
2020/1/17 11:00,Q,3.3,76,0,2.1
2020/1/17 12:00,Q,4.7,65,0,1.1
2020/1/17 13:00,Q,6.3,60,0,1.4
2020/1/17 15:00,Q,8.2,48,0,0.8
2020/1/17 16:00,Q,8,48,0,0.6
2020/1/17 17:00,Q,6.9,57,0,1.1
2020/1/17 18:00,Q,4.6,70,0,0.6
2020/1/17 19:00,Q,3.1,80,0,0.8
2020/1/17 20:00,Q,1.9,89,0,0.2
2020/1/17 21:00,Q,1.2,91,0,0.6
2020/1/17 22:00,Q,0.3,96,0,1.1
2020/1/17 23:00,Q,-0.2,99,0,1.1
2020/1/18,Q,-0.7,99,0,0.8
2020/1/18 1:00,Q,-1.5,99,0,0.1
2020/1/18 2:00,Q,-1.7,99,0,1.1
2020/1/18 3:00,Q,-0.8,99,0,1.4
2020/1/18 4:00,Q,-0.9,99,0,1.1
2020/1/18 5:00,Q,-2.9,99,0,0
2020/1/18 6:00,Q,-3.4,99,0,0.7
2020/1/18 7:00,Q,-3.1,99,0,0.6
2020/1/18 8:00,Q,-3.3,99,0,0.8
2020/1/18 9:00,Q,-1.3,99,0,0.9
2020/1/18 10:00,Q,2.2,87,0,1.5
2020/1/18 11:00,Q,4.1,56,0,2.8
2020/1/18 12:00,Q,5.4,47,0,0.8
2020/1/18 13:00,Q,5.9,47,0,1.9
2020/1/18 14:00,Q,6.9,47,0,2.1
2020/1/18 15:00,Q,6.9,43,0,1.4
2020/1/18 16:00,Q,7.4,45,0,1.8
2020/1/18 17:00,Q,7.4,43,0,2.2
2020/1/18 18:00,Q,6.6,44,0,0.8
2020/1/18 19:00,Q,6.2,45,0,2.6
2020/1/18 20:00,Q,6,45,0,3.1
2020/1/18 21:00,Q,5.7,45,0,2.9
2020/1/18 22:00,Q,5,50,0,2.3
2020/1/18 23:00,Q,6.6,36,0,1.8
2020/1/19,Q,6.8,31,0,3.4
2020/1/19 1:00,Q,6.4,29,0,4.5
2020/1/19 2:00,Q,6.1,30,0,4.7
2020/1/19 3:00,Q,5.4,31,0,1.8
2020/1/19 4:00,Q,3.8,43,0,1.4
2020/1/19 5:00,Q,2.1,49,0,1.2
2020/1/19 6:00,Q,2,52,0,2.3
2020/1/19 7:00,Q,-0.6,66,0,1.3
2020/1/19 8:00,Q,1.2,47,0,1.8
2020/1/19 9:00,Q,4.2,33,0,3.4
2020/1/19 10:00,Q,5.7,34,0,1.8
2020/1/19 11:00,Q,7.5,29,0,1.7
2020/1/19 12:00,Q,9,24,0,1.8
2020/1/19 13:00,Q,9.7,22,0,1.2
2020/1/19 14:00,Q,10.9,20,0,3.1
2020/1/19 15:00,Q,11.2,18,0,1.8
2020/1/19 16:00,Q,10.5,21,0,3.9
2020/1/19 17:00,Q,9.1,25,0,5.3
2020/1/19 18:00,Q,8,29,0,2.5
2020/1/19 19:00,Q,7.3,32,0,3.2
2020/1/19 20:00,Q,6.5,37,0,2
2020/1/19 21:00,Q,5.6,41,0,1
2020/1/19 22:00,Q,2.4,56,0,0.5
2020/1/19 23:00,Q,1.4,62,0,0.7
2020/1/20,Q,0.3,69,0,0.2
2020/1/20 1:00,Q,1.3,66,0,2.2
2020/1/20 2:00,Q,0.1,69,0,0.4
2020/1/20 3:00,Q,4.9,32,0,2.7
2020/1/20 4:00,Q,5,32,0,3.6
2020/1/20 5:00,Q,3.2,38,0,2.4
2020/1/20 6:00,Q,0,54,0,0.1
2020/1/20 7:00,Q,-2,73,0,1.4
2020/1/20 8:00,Q,-1.5,75,0,0.7
2020/1/20 9:00,Q,0.3,74,0,0.6
2020/1/20 10:00,Q,6.1,38,0,0.7
2020/1/20 11:00,Q,6.9,36,0,2
2020/1/20 12:00,Q,7.9,33,0,3.9
2020/1/20 13:00,Q,8,32,0,3.9
2020/1/20 14:00,Q,8,33,0,2.9
2020/1/20 15:00,Q,8,32,0,4.4
2020/1/20 16:00,Q,8,31,0,3.9
2020/1/20 17:00,Q,7.5,33,0,2.1
2020/1/20 18:00,Q,5.6,38,0,2.4
2020/1/20 19:00,Q,3.9,43,0,1.6
2020/1/20 20:00,Q,3.7,43,0,2.4
2020/1/20 21:00,Q,2.9,45,0,1.4
2020/1/20 22:00,Q,1.4,51,0,0.8
2020/1/20 23:00,Q,-0.2,62,0,0.6
2020/1/21,Q,-1.4,71,0,0.7
2020/1/21 1:00,Q,-2.3,83,0,0.6
2020/1/21 2:00,Q,-2.3,88,0,1.1
2020/1/21 3:00,Q,-2.7,85,0,0.4
2020/1/21 4:00,Q,-2.6,86,0,0.8
2020/1/21 5:00,Q,-2.3,86,0,1.3
2020/1/21 6:00,Q,-0.4,72,0,1.2
2020/1/21 7:00,Q,-0.4,79,0,0.7
2020/1/21 8:00,Q,0.3,72,0,1.2
2020/1/21 9:00,Q,1.7,57,0,1.2
2020/1/21 10:00,Q,2.3,51,0,1
2020/1/21 11:00,Q,2.6,65,0,0.8
2020/1/21 12:00,Q,3.3,57,0,1
2020/1/21 13:00,Q,3.7,41,0,1
2020/1/21 14:00,Q,3.8,45,0,0.8
2020/1/21 15:00,Q,4.2,45,0,0.6
2020/1/21 16:00,Q,4.4,47,0,0.9
2020/1/21 17:00,Q,4.2,50,0,1
2020/1/21 18:00,Q,3.1,57,0,1.2
2020/1/21 19:00,Q,1.8,64,0,0.9
2020/1/21 20:00,Q,2.3,63,0,0.7
2020/1/21 21:00,Q,2.4,66,0,0.8
2020/1/21 22:00,Q,2.5,64,0,0.8
2020/1/22,Q,0.7,78,0,1.2
2020/1/22 1:00,Q,0.4,76,0,1.2
2020/1/22 2:00,Q,-0.7,82,0,1
2020/1/22 3:00,Q,-1.3,86,0,0.6
2020/1/22 4:00,Q,-2,91,0,0.5
2020/1/22 5:00,Q,-2.1,95,0,0.6
2020/1/22 6:00,Q,-0.6,97,0,4
2020/1/22 7:00,Q,-1.5,90,0,0.8
2020/1/22 8:00,Q,-1.4,94,0,1.1
2020/1/22 9:00,Q,0.2,95,0,0.8
2020/1/22 10:00,Q,4,72,0,1.7
2020/1/22 11:00,Q,5.9,57,0,0.8
2020/1/22 12:00,Q,6.1,54,0,1.2
2020/1/22 13:00,Q,6.8,53,0,1.3
2020/1/22 14:00,Q,7.2,52,0,0.4
2020/1/22 17:00,Q,7.3,57,0,1.2
2020/1/22 18:00,Q,4.6,67,0,0.4
2020/1/22 19:00,Q,2.2,79,0,0.6
2020/1/22 20:00,Q,1.3,88,0,0.7
2020/1/22 21:00,Q,0.8,93,0,0.5
2020/1/22 22:00,Q,0.2,97,0,0
2020/1/22 23:00,Q,-0.3,99,0,0.4
2020/1/23,Q,-0.6,99,0,1.3
2020/1/23 1:00,Q,-1.6,99,0,0.9
2020/1/23 2:00,Q,-1.7,99,0,0.5
2020/1/23 3:00,Q,-1.9,99,0,0.9
2020/1/23 5:00,Q,0.6,98,0,2.2
2020/1/23 6:00,Q,-1.5,99,0,0.8
2020/1/23 7:00,Q,-1.7,99,0,1
2020/1/23 8:00,Q,-2.1,99,0,0.3
2020/1/23 9:00,Q,-0.5,99,0,1.3
2020/1/23 10:00,Q,1.2,94,0,1.3
2020/1/23 11:00,Q,2.4,90,0,1.7
2020/1/23 12:00,Q,3.6,84,0,0.7
2020/1/23 13:00,Q,5.5,68,0,1.3
2020/1/23 14:00,Q,7.2,62,0,2.3
2020/1/23 15:00,Q,6.2,71,0,3
2020/1/23 16:00,Q,6.1,70,0,2.3
2020/1/23 17:00,Q,5.5,77,0,1.4
2020/1/23 18:00,Q,5,76,0,1.3
2020/1/23 19:00,Q,4.9,78,0,1.2
2020/1/23 20:00,Q,3.4,86,0,0.9
2020/1/23 21:00,Q,3.6,87,0,1.1
2020/1/23 22:00,Q,2.7,91,0,0.6
2020/1/23 23:00,Q,1.8,96,0,0.4
