"Berardina Nadja De Carolis,Cristina Gena,Tsvi Kuflik,Antonio Origlia,George E. Raptis","Proceedings of the AVI-CH 2018 Workshop on Advanced Visual Interfaces for Cultural Heritage co-located with 2018 International Conference on Advanced Visual Interfaces (AVI 2018), Castiglione della Pescaia, Italy, May 29, 2018.","AVI*CH,CEUR Workshop Proceedings",2091,NaN,2018,Editorship,open,conf/avi/2018ch,NaN,http://ceur-ws.org/Vol-2091,https://dblp.org/rec/conf/avi/2018ch
"Jens Gulden,Iris Reinhartz-Berger,Rainer Schmidt 0001,Sérgio Guerreiro 0001,Wided Guédria,Palash Bera","Enterprise, Business-Process and Information Systems Modeling - 19th International Conference, BPMDS 2018, 23rd International Conference, EMMSAD 2018, Held at CAiSE 2018, Tallinn, Estonia, June 11-12, 2018, Proceedings","BPMDS/EMMSAD@CAiSE,Lecture Notes in Business Information Processing",318,NaN,2018,Editorship,NaN,conf/caise/2018bpmds,10.1007/978-3-319-91704-7,https://doi.org/10.1007/978-3-319-91704-7,https://dblp.org/rec/conf/caise/2018bpmds
"João Eduardo Quintela Varajão,Maria Manuela Cruz-Cunha,Ricardo Martinho,Rui Rijo,Emanuel Peres","CENTERIS 2018 - International Conference on ENTERprise Information Systems / ProjMAN 2018 - International Conference on Project MANagement / HCist 2018 - International Conference on Health and Social Care Information Systems and Technologies 2018, Lisbon, Portugal","CENTERIS/ProjMAN/HCist,Procedia Computer Science",138,NaN,2018,Editorship,NaN,conf/centeris/2018,NaN,https://www.sciencedirect.com/science/journal/18770509/138,https://dblp.org/rec/conf/centeris/2018
NaN,"Proceedings of the 2018 2nd International Conference on Computer Science and Artificial Intelligence, CSAI 2018, the 10th International Conference on Information and Multimedia Technology, ICIMT 2018, Shenzhen, China, December 08-10, 2018",CSAI/ICIMT,NaN,NaN,2018,Editorship,NaN,conf/csai/2018,10.1145/3297156,https://doi.org/10.1145/3297156,https://dblp.org/rec/conf/csai/2018
"Alicja Piotrkowicz,Rosie Dent-Spargo,Sebastian Dennerlein,István Koren,Panagiotis Antoniou,Paul Bailey,Tamsin Treasure-Jones,Ilenia Fronza,Claus Pahl","Joint Proceedings of the 1st Co-Creation in the Design, Development and Implementation of Technology-Enhanced Learning workshop (CC-TEL 2018) and Systems of Assessments for Computational Thinking Learning workshop (TACKLE 2018) co-located with 13th European Conference on Technology Enhanced Learning (ECTEL 2018), Leeds, United Kingdom, September 3rd, 2018.","CC-TEL/TACKLE@EC-TEL,CEUR Workshop Proceedings",2190,NaN,2018,Editorship,open,conf/ectel/2018cctel,NaN,http://ceur-ws.org/Vol-2190,https://dblp.org/rec/conf/ectel/2018cctel
"Joaquín García-Alfaro,Jordi Herrera-Joancomartí,Giovanni Livraga,Ruben Rios","Data Privacy Management, Cryptocurrencies and Blockchain Technology - ESORICS 2018 International Workshops, DPM 2018 and CBT 2018, Barcelona, Spain, September 6-7, 2018, Proceedings","DPM/CBT@ESORICS,Lecture Notes in Computer Science",11025,NaN,2018,Editorship,NaN,conf/esorics/2018dpm,10.1007/978-3-030-00305-0,https://doi.org/10.1007/978-3-030-00305-0,https://dblp.org/rec/conf/esorics/2018dpm
"Diego Reforgiato Recupero,Mauro Dragoni,Davide Buscaldi,Mehwish Alam,Erik Cambria","Proceedings of 4th Workshop on Sentic Computing, Sentiment Analysis, Opinion Mining, and Emotion Detection (EMSASW 2018) Co-located with the 15th Extended Semantic Web Conference 2018 (ESWC 2018), Heraklion, Greece, June 4, 2018.","EMSASW@ESWC,CEUR Workshop Proceedings",2111,NaN,2018,Editorship,open,conf/esws/2018emsasw,NaN,http://ceur-ws.org/Vol-2111,https://dblp.org/rec/conf/esws/2018emsasw
"Lora Aroyo,Anca Dumitrache,Praveen K. Paritosh,Alexander J. Quinn,Chris Welty,Alessandro Checco,Gianluca Demartini,Ujwal Gadiraju,Cristina Sarasua","Proceedings of the 1st Workshop on Subjectivity, Ambiguity and Disagreement in Crowdsourcing, and Short Paper Proceedings of the 1st Workshop on Disentangling the Relation Between Crowdsourcing and Bias Management (SAD 2018 and CrowdBias 2018) co-located the 6th AAAI Conference on Human Computation and Crowdsourcing (HCOMP 2018), Zürich, Switzerland, July 5, 2018.","SAD/CrowdBias@HCOMP,CEUR Workshop Proceedings",2276,NaN,2018,Editorship,open,conf/hcomp/2018sad,NaN,http://ceur-ws.org/Vol-2276,https://dblp.org/rec/conf/hcomp/2018sad
NaN,"Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers, UbiComp/ISWC 2018 Adjunct, Singapore, October 08-12, 2018",UbiComp/ISWC Adjunct,NaN,NaN,2018,Editorship,NaN,conf/huc/2018ap,10.1145/3267305,https://doi.org/10.1145/3267305,https://dblp.org/rec/conf/huc/2018ap
"Ana Lúcia C. Bazzan,Luca Crociani,Ivana Dusparic,Sascha Ossowski","Proceedings of the Tenth International Workshop on Agents in Traffic and Transportation (ATT 2018) co-located with with the Federated Artificial Intelligence Meeting, including ECAI/IJCAI, AAMAS and ICML 2018 conferences (FAIM 2018), Stockholm, Sweden, July 14, 2018.","ATT@IJCAI,CEUR Workshop Proceedings",2129,NaN,2018,Editorship,open,conf/ijcai/2018att,NaN,http://ceur-ws.org/Vol-2129,https://dblp.org/rec/conf/ijcai/2018att
"Christoph Beierle,Gabriele Kern-Isberner,Marco Ragni,Frieder Stolzenburg,Matthias Thimm","Proceedings of the 7th Workshop on Dynamics of Knowledge and Belief (DKB-2018) and the 6th Workshop KI & Kognition (KIK-2018) co-located with 41st German Conference on Artificial Intelligence (KI 2018), Berlin, Germany, September 25, 2018.","DKB/KIK@KI,CEUR Workshop Proceedings",2194,NaN,2018,Editorship,open,conf/ki/2018kik,NaN,http://ceur-ws.org/Vol-2194,https://dblp.org/rec/conf/ki/2018kik
"Kristijonas Cyras,Tiago Oliveira 0002,Matthew Williams 0001,Loris Bozzato,Martin Homola,Till Mossakowski,Antoine Zimmermann","Proceedings of the Joint Proceedings of Reasoning with Ambiguous and Conflicting Evidence and Recommendations in Medicine (MedRACER 2018) and the 3rd International Workshop on Ontology Modularity, Contextuality, and Evolution (WOMoCoE 2018) co-located with the 16th International Conference on Principles of Knowledge Representation and Reasoning (KR 2018), Tempe, Arizona, USA, October 29th, 2018.","MedRACER+WOMoCoE@KR,CEUR Workshop Proceedings",2237,NaN,2018,Editorship,open,conf/kr/2018medracer,NaN,http://ceur-ws.org/Vol-2237,https://dblp.org/rec/conf/kr/2018medracer
"Danail Stoyanov,Zeike Taylor,Francesco Ciompi,Yanwu Xu 0001,Anne L. Martel,Lena Maier-Hein,Nasir M. Rajpoot,Jeroen van der Laak,Mitko Veta,Stephen J. McKenna,David R. J. Snead,Emanuele Trucco,Mona Kathryn Garvin,Xin Jan Chen,Hrvoje Bogunovic","Computational Pathology and Ophthalmic Medical Image Analysis - First International Workshop, COMPAY 2018, and 5th International Workshop, OMIA 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16-20, 2018, Proceedings","COMPAY/OMIA@MICCAI,Lecture Notes in Computer Science",11039,NaN,2018,Editorship,NaN,conf/miccai/2018compay,10.1007/978-3-030-00949-6,https://doi.org/10.1007/978-3-030-00949-6,https://dblp.org/rec/conf/miccai/2018compay
"Danail Stoyanov,Zeike Taylor,Simone Balocco,Raphael Sznitman,Anne L. Martel,Lena Maier-Hein,Luc Duong,Guillaume Zahnd,Stefanie Demirci,Shadi Albarqouni,Su-Lin Lee,Stefano Moriconi,Veronika Cheplygina,Diana Mateus,Emanuele Trucco,Eric Granger,Pierre Jannin","Intravascular Imaging and Computer Assisted Stenting - and - Large-Scale Annotation of Biomedical Data and Expert Label Synthesis - 7th Joint International Workshop, CVII-STENT 2018 and Third International Workshop, LABELS 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16, 2018, Proceedings","CVII-STENT/LABELS@MICCAI,Lecture Notes in Computer Science",11043,NaN,2018,Editorship,NaN,conf/miccai/2018cvii,10.1007/978-3-030-01364-6,https://doi.org/10.1007/978-3-030-01364-6,https://dblp.org/rec/conf/miccai/2018cvii
"Andrew Melbourne,Roxane Licandro,Matthew D. DiFranco,Paolo Rota,Melanie Gau,Martin Kampel,Rosalind Aughwane,Pim Moeskops,Ernst Schwartz,Emma C. Robinson,Antonios Makropoulos","Data Driven Treatment Response Assessment - and - Preterm, Perinatal, and Paediatric Image Analysis - First International Workshop, DATRA 2018 - and - Third International Workshop, PIPPI 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16, 2018, Proceedings","DATRA/PIPPI@MICCAI,Lecture Notes in Computer Science",11076,NaN,2018,Editorship,NaN,conf/miccai/2018datra,10.1007/978-3-030-00807-9,https://doi.org/10.1007/978-3-030-00807-9,https://dblp.org/rec/conf/miccai/2018datra
"Danail Stoyanov,Zeike Taylor,Gustavo Carneiro,Tanveer F. Syeda-Mahmood,Anne L. Martel,Lena Maier-Hein,João Manuel R. S. Tavares,Andrew P. Bradley,João Paulo Papa,Vasileios Belagiannis,Jacinto C. Nascimento,Zhi Lu,Sailesh Conjeti,Mehdi Moradi,Hayit Greenspan,Anant Madabhushi","Deep Learning in Medical Image Analysis - and - Multimodal Learning for Clinical Decision Support - 4th International Workshop, DLMIA 2018, and 8th International Workshop, ML-CDS 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 20, 2018, Proceedings","DLMIA/ML-CDS@MICCAI,Lecture Notes in Computer Science",11045,NaN,2018,Editorship,NaN,conf/miccai/2018dlmia,10.1007/978-3-030-00889-5,https://doi.org/10.1007/978-3-030-00889-5,https://dblp.org/rec/conf/miccai/2018dlmia
"Danail Stoyanov,Zeike Taylor,Enzo Ferrante,Adrian V. Dalca,Anne L. Martel,Lena Maier-Hein,Sarah Parisot,Aristeidis Sotiras,Bartlomiej W. Papiez,Mert R. Sabuncu,Li Shen 0001","Graphs in Biomedical Image Analysis - and - Integrating Medical Imaging and Non-Imaging Modalities - Second International Workshop, GRAIL 2018 - and - First International Workshop, Beyond MIC 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 20, 2018, Proceedings","GRAIL/Beyond-MIC@MICCAI,Lecture Notes in Computer Science",11044,NaN,2018,Editorship,NaN,conf/miccai/2018grail,10.1007/978-3-030-00689-1,https://doi.org/10.1007/978-3-030-00689-1,https://dblp.org/rec/conf/miccai/2018grail
"Olaf Beyersdorff,Christoph M. Wintersteiger","Theory and Applications of Satisfiability Testing - SAT 2018 - 21st International Conference, SAT 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 9-12, 2018, Proceedings","SAT,Lecture Notes in Computer Science",10929,NaN,2018,Editorship,NaN,conf/sat/2018,10.1007/978-3-319-94144-8,https://doi.org/10.1007/978-3-319-94144-8,https://dblp.org/rec/conf/sat/2018
"Eugenio Martínez Cámara,Yudivián Almeida-Cruz,Manuel Carlos Díaz-Galiano,Suilan Estévez-Velarde,Miguel Ángel García Cumbreras,Manuel García Vega,Yoan Gutiérrez,Arturo Montejo-Ráez,Andrés Montoyo,Rafael Muñoz 0001,Alejandro Piad-Morffis,Julio Villena-Román","Proceedings of TASS 2018 - Workshop on Semantic Analysis at SEPLN, TASS@SEPLN 2018, co-located with 34nd SEPLN Conference (SEPLN 2018), Sevilla, Spain, September 18th, 2018.","TASS@SEPLN,CEUR Workshop Proceedings",2172,NaN,2018,Editorship,open,conf/sepln/2018tass,NaN,http://ceur-ws.org/Vol-2172,https://dblp.org/rec/conf/sepln/2018tass
"Steven R. Powell,Thomas Ketseoglou,J. P. Shim 0001,Zory Marantz,Giti Javidi","2018 Wireless Telecommunications Symposium, WTS 2018, Phoenix, AZ, USA, April 17-20, 2018",WTS 2018,NaN,NaN,2018,Editorship,NaN,conf/wts/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8360562/proceeding,https://dblp.org/rec/conf/wts/2018
"Pierre-Antoine Champin,Fabien Gandon,Mounia Lalmas,Panagiotis G. Ipeirotis","Companion of the The Web Conference 2018 on The Web Conference 2018, WWW 2018, Lyon , France, April 23-27, 2018",WWW,NaN,NaN,2018,Editorship,NaN,conf/www/2018c,10.1145/3184558,https://doi.org/10.1145/3184558,https://dblp.org/rec/conf/www/2018c
"Anthony Lewis Brooks,Eva Brooks,Cristina Sylla","Interactivity, Game Creation, Design, Learning, and Innovation - 7th EAI International Conference, ArtsIT 2018, and 3rd EAI International Conference, DLI 2018, ICTCC 2018, Braga, Portugal, October 24-26, 2018, Proceedings","ArtsIT/DLI,Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",265,NaN,2019,Editorship,NaN,conf/artsit/2018,10.1007/978-3-030-06134-0,https://doi.org/10.1007/978-3-030-06134-0,https://dblp.org/rec/conf/artsit/2018
"Stefan Schiffer 0002,Alexander Ferrein,Mukunda Bharatheesha,Carlos Hernández Corbato","Proceedings of the Workshop on Teaching Robotics with ROS (held at ERF 2018) co-located with European Robotics Forum 2018 (ERF 2018), Tampere, Finland, March 15th, 2018.","TRROS@ERF,CEUR Workshop Proceedings",2329,NaN,2019,Editorship,open,conf/erf/2018trros,NaN,http://ceur-ws.org/Vol-2329,https://dblp.org/rec/conf/erf/2018trros
"Sokratis K. Katsikas,Frédéric Cuppens,Nora Cuppens,Costas Lambrinoudakis,Annie I. Antón,Stefanos Gritzalis,John Mylopoulos,Christos Kalloniatis","Computer Security - ESORICS 2018 International Workshops, CyberICPS 2018 and SECPRE 2018, Barcelona, Spain, September 6-7, 2018, Revised Selected Papers","CyberICPS/SECPRE@ESORICS,Lecture Notes in Computer Science",11387,NaN,2019,Editorship,NaN,conf/esorics/2018cicps,10.1007/978-3-030-12786-2,https://doi.org/10.1007/978-3-030-12786-2,https://dblp.org/rec/conf/esorics/2018cicps
"Suresh Sundaram,Gaurav Harit","Document Analysis and Recognition - 4th Workshop, DAR 2018, Held in Conjunction with ICVGIP 2018, DAR@ICVGIP 2018, Hyderabad, India, December 18, 2018, Revised Selected Papers","DAR@ICVGIP,Communications in Computer and Information Science",1020,NaN,2019,Editorship,NaN,conf/icvgip/2018dar,10.1007/978-981-13-9361-7,https://doi.org/10.1007/978-981-13-9361-7,https://dblp.org/rec/conf/icvgip/2018dar
"Anna Monreale,Carlos Alzate,Michael Kamp,Yamuna Krishnamurthy,Daniel Paurat,Moamar Sayed Mouchaweh,Albert Bifet,João Gama 0001,Rita P. Ribeiro","ECML PKDD 2018 Workshops - DMLE 2018 and IoTStream 2018, Dublin, Ireland, September 10-14, 2018, Revised Selected Papers","DMLE/IOTSTREAMING@PKDD/ECML,Communications in Computer and Information Science",967,NaN,2019,Editorship,NaN,conf/pkdd/2018iotstreaming,10.1007/978-3-030-14880-5,https://doi.org/10.1007/978-3-030-14880-5,https://dblp.org/rec/conf/pkdd/2018iotstreaming
"Carlos Alzate,Anna Monreale,Livio Bioglio,Valerio Bitetta,Ilaria Bordino,Guido Caldarelli,Andrea Ferretti,Riccardo Guidotti,Francesco Gullo,Stefano Pascolutti,Ruggero G. Pensa,Céline Robardet,Tiziano Squartini","ECML PKDD 2018 Workshops - MIDAS 2018 and PAP 2018, Dublin, Ireland, September 10-14, 2018, Proceedings","MIDAS/PAP@PKDD/ECML,Lecture Notes in Computer Science",11054,NaN,2019,Editorship,NaN,conf/pkdd/2018midas,10.1007/978-3-030-13463-1,https://doi.org/10.1007/978-3-030-13463-1,https://dblp.org/rec/conf/pkdd/2018midas
"Uisub Shin,Min Ji Cho,Hee Chul Lee",Mismatch-tolerant read-in IC with voltage-drop compensation for infrared scene projectors [IEICE Electronics Express Vol. 15(2018) No. 11 pp. 20180182].,IEICE Electron. Express,15,20188007,2018,Journal Articles,open,journals/ieiceee/ShinCL18a,10.1587/ELEX.15.20188007,https://doi.org/10.1587/elex.15.20188007,https://dblp.org/rec/journals/ieiceee/ShinCL18a
"Tong Wang,Ye Zhao,Jie Chen",A battery monitoring IC with an isolated communication interface for electric vehicles [IEICE Electronics Express Vol. 15(2018) No. 12 pp. 20180513].,IEICE Electron. Express,15,20188008,2018,Journal Articles,open,journals/ieiceee/WangZC18a,10.1587/ELEX.15.20188008,https://doi.org/10.1587/elex.15.20188008,https://dblp.org/rec/journals/ieiceee/WangZC18a
"Tong Wang,Ye Zhao,Jie Chen",A battery monitoring IC with an isolated communication interface for electric vehicles [IEICE Electronics Express Vol. 15 (2018) No. 12 pp. 20180513].,IEICE Electron. Express,15,20188009,2018,Journal Articles,open,journals/ieiceee/WangZC18b,10.1587/ELEX.15.20188009,https://doi.org/10.1587/elex.15.20188009,https://dblp.org/rec/journals/ieiceee/WangZC18b
"Takuto Yamaguchi,Seiya Miura,Yasuo Kokubun",Demonstration of true-eigenmode propagation in few-mode fibers by selective LP mode excitation and near-field observation [IEICE Electronics Express Vol. 15(2018) No. 10 pp. 20180344].,IEICE Electron. Express,15,20188004,2018,Journal Articles,open,journals/ieiceee/YamaguchiMK18a,10.1587/ELEX.15.20188004,https://doi.org/10.1587/elex.15.20188004,https://dblp.org/rec/journals/ieiceee/YamaguchiMK18a
"Hongyue Zhu,Dawei Xu,Xinchang Li,Chao Xu,Dengpeng Wu,Xinhong Cheng,XiaoYun Li",An improved noise immune level-shifter via IGBT gate-emitter voltage detection [IEICE Electronics Express Vol. 15(2018) No. 9 pp. 20180293].,IEICE Electron. Express,15,20188005,2018,Journal Articles,open,journals/ieiceee/ZhuXLXWCL18a,10.1587/ELEX.15.20188005,https://doi.org/10.1587/elex.15.20188005,https://dblp.org/rec/journals/ieiceee/ZhuXLXWCL18a
"Jie Zhang,Tanja Mitrovic,David Chin,Li Chen","ACM UMAP 2018 - User Modeling, Adaptation and Personalization - 8-11 July, 2018 at NTU, Singapore.",SIGWEB Newsl.,2018,2:1-2:5,2018,Journal Articles,closed,journals/sigweb/ZhangMCC18,10.1145/3183639.3183641,https://doi.org/10.1145/3183639.3183641,https://dblp.org/rec/journals/sigweb/ZhangMCC18
"William Puech,Robert Sitnik","3D Image Processing, Measurement (3DIPM), and Applications 2018, Burlingame, CA, USA, 28 January 2018 - 1 February 2018.","3D Image Processing, Measurement (3DIPM), and Applications",NaN,NaN,2018,Editorship,NaN,conf/3dica/2018,NaN,https://www.ingentaconnect.com/content/ist/ei/2018/00002018/00000018,https://dblp.org/rec/conf/3dica/2018
NaN,"2018 International Conference on 3D Vision, 3DV 2018, Verona, Italy, September 5-8, 2018",3DV,NaN,NaN,2018,Editorship,NaN,conf/3dim/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8490644/proceeding,https://dblp.org/rec/conf/3dim/2018
NaN,"2018 IEEE International Conference on Services Computing, SCC 2018, San Francisco, CA, USA, July 2-7, 2018",SCC,NaN,NaN,2018,Editorship,NaN,conf/IEEEscc/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8454864/proceeding,https://dblp.org/rec/conf/IEEEscc/2018
NaN,"Proceedings of the 2018 International Conference on Algorithms, Computing and Artificial Intelligence, ACAI 2018, Sanya, China, December 21-23, 2018",ACAI,NaN,NaN,2018,Editorship,NaN,conf/acai2/2018,10.1145/3302425,https://doi.org/10.1145/3302425,https://dblp.org/rec/conf/acai2/2018
"Sunghwan Mac Kim,Xiuzhen Jenny Zhang","Proceedings of the Australasian Language Technology Association Workshop 2018, Dunedin, New Zealand, ALTA 2018, December 10-12, 2018",ALTA,NaN,NaN,2018,Editorship,open,conf/acl-alta/2018,NaN,https://aclanthology.org/volumes/U18-1/,https://dblp.org/rec/conf/acl-alta/2018
"Lam-Son Lê,Tran Khanh Dang,Koichiro Ishibashi,Tran Ngoc Thinh,Cuong Pham-Quoc,Quang Tran Minh 0001","2018 International Conference on Advanced Computing and Applications, ACOMP 2018, Ho Chi Minh City, Vietnam, November 27-29, 2018",ACOMP,NaN,NaN,2018,Editorship,NaN,conf/acomp/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8588829/proceeding,https://dblp.org/rec/conf/acomp/2018
NaN,"2018 NASA/ESA Conference on Adaptive Hardware and Systems, AHS 2018, Edinburgh, United Kingdom, August 6-9, 2018",AHS,NaN,NaN,2018,Editorship,NaN,conf/ahs/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8515683/proceeding,https://dblp.org/rec/conf/ahs/2018
NaN,"Proceedings of the 2018 Artificial Intelligence and Cloud Computing Conference, AICCC 2018, Tokyo, Japan, December 21-23, 2018.",AICCC,NaN,NaN,2018,Editorship,NaN,conf/aiccc/2018,10.1145/3299819,https://doi.org/10.1145/3299819,https://dblp.org/rec/conf/aiccc/2018
